שאלה,תשובות,תשובה נכונה,מושג,פרק,
"אדם שהעתיק שיר שכתב מישהו אחר ופרסם אותו כאילו הוא שלו, פגע ב... ", חופש העיסוק / הזכות לקניין (רוחני) / הזכות לכבוד , הזכות לקניין (רוחני) , הזכות לקניין , זכויות וחובות,
"האם המדינה רשאית לפגוע בקניינו של אדם (למשל, הפקעת קרקע לסלילת כביש)? "," לא, הזכות לקניין היא מוחלטת / כן, לצרכי ציבור ותוך מתן פיצוי הולם / כן, בכל עת וללא צורך בפיצוי "," כן, לצרכי ציבור ותוך מתן פיצוי הולם ", הזכות לקניין , זכויות וחובות,
מהי המטרה המרכזית של הזכות לכבוד? , לאפשר לכל אדם לחיות ללא השפלה וביזוי / להבטיח שכל אדם יקבל משכורת גבוהה / לאפשר לכל אדם להצביע בבחירות , לאפשר לכל אדם לחיות ללא השפלה וביזוי , הזכות לכבוד , זכויות וחובות,
חיפוש גופני פולשני על אדם ללא הסכמתו או הצדקה חוקית נחשב פגיעה ב: , הזכות לקניין / הזכות לכבוד / חופש התנועה , הזכות לכבוד , הזכות לכבוד , זכויות וחובות,
הזכות לכבוד כוללת בתוכה שתי זכויות משנה מרכזיות. מהן? , הזכות לחיים והזכות לשוויון / הזכות לפרטיות והזכות לשם טוב / חופש הביטוי וחופש הדת , הזכות לפרטיות והזכות לשם טוב , הזכות לכבוד , זכויות וחובות,
מה מאפשרת הזכות לפרטיות לכל אדם? , לחיות את חייו ללא חשיפה והתערבות של אחרים ללא רשותו / לפרסם מידע כוזב על אחרים / להסתיר פשעים שביצע , לחיות את חייו ללא חשיפה והתערבות של אחרים ללא רשותו , הזכות לפרטיות , זכויות וחובות,
חדירה למחשב האישי של אדם או ציתות לשיחות הטלפון שלו ללא צו בית משפט היא פגיעה ב: , הזכות לפרטיות / הזכות לשם טוב / הזכות לקניין , הזכות לפרטיות , הזכות לפרטיות , זכויות וחובות,
מדוע הזכות לפרטיות נחשבת לחיונית לפיתוח האוטונומיה של הפרט? , כי היא מאפשרת לממשלה לעקוב אחרי כולם / כי היא מאפשרת לאדם מרחב פרטי לפעולה ללא חשש משיפוטיות החברה / כי היא מבטיחה שוויון כלכלי , כי היא מאפשרת לאדם מרחב פרטי לפעולה ללא חשש משיפוטיות החברה , הזכות לפרטיות , זכויות וחובות,
"במה מתמקדת ""הזכות לשם טוב""? ", בשמירה על הערכת האדם בעיני הציבור מפני פרסומים שקריים / בשמירה על חשבון הבנק של האדם / ביכולת של אדם לבחור את שמו , בשמירה על הערכת האדם בעיני הציבור מפני פרסומים שקריים , הזכות לשם טוב , זכויות וחובות,
מהו ההבדל המרכזי בין הזכות לפרטיות לבין הזכות לשם טוב? ," פרטיות עוסקת במידע נכון שנחשף, ושם טוב עוסק בפרסום מידע שקרי ומכפיש / אין ביניהן הבדל / פרטיות חלה רק על פוליטיקאים "," פרטיות עוסקת במידע נכון שנחשף, ושם טוב עוסק בפרסום מידע שקרי ומכפיש ", הזכות לשם טוב , זכויות וחובות,
פרסום כתבה פוגענית בעיתון המייחסת לאדם מעשים שלא עשה נועד לפגוע ב: , הזכות לחיים / הזכות לשם טוב / חופש המצפון , הזכות לשם טוב , הזכות לשם טוב , זכויות וחובות,
"מהי התפיסה העומדת בבסיס ""הזכות לחירות""? ", האדם הוא יצור אוטונומי האחראי על גורלו ולכן זכאי לעצב את חייו כרצונו / המדינה קובעת לאדם כיצד עליו לחיות / חירות ניתנת רק למי שעומד בכללי המוסר , האדם הוא יצור אוטונומי האחראי על גורלו ולכן זכאי לעצב את חייו כרצונו , הזכות לחירות , זכויות וחובות,
באילו מקרים מותר למדינה להגביל את חירותו של אדם (למשל על ידי מאסר)? , רק אם האדם הביע דעה נגד השלטון / רק על פי חוק ובהליך משפטי מסודר / בכל פעם שהמשטרה רואה בכך צורך , רק על פי חוק ובהליך משפטי מסודר , הזכות לחירות , זכויות וחובות,
מתוך הזכות לחירות נגזרות חירויות רבות. איזו מהבאות היא דוגמה לכך? , הזכות לבחור ולהיבחר / חופש התנועה / הזכות להליך הוגן , חופש התנועה , הזכות לחירות , זכויות וחובות,
מה מאפשר חופש הביטוי לאדם במדינה דמוקרטית? , להביע את עמדותיו ואמונותיו בכל דרך שיבחר באופן פומבי / לפרסם סודות מדינה ללא הגבלה / להסית לאלימות נגד קבוצות מיעוט , להביע את עמדותיו ואמונותיו בכל דרך שיבחר באופן פומבי , חופש הביטוי , זכויות וחובות,
חופש העיתונות נחשב לאחד הכלים המרכזיים למימוש של: , חופש הביטוי / חופש העיסוק / הזכות לקניין , חופש הביטוי , חופש הביטוי , זכויות וחובות,
"מדוע חופש הביטוי נחשב ל""זכות על"" בדמוקרטיה? ", כי הוא מאפשר לאנשים לצעוק ברחוב / כי ללא החלפת דעות חופשית לא ניתן לקיים הליך דמוקרטי ולבקר את השלטון / כי הוא מונע מהמשטרה לבצע מעצרים , כי ללא החלפת דעות חופשית לא ניתן לקיים הליך דמוקרטי ולבקר את השלטון , חופש הביטוי , זכויות וחובות,
מהי המשמעות של חופש המחשבה והמצפון? , לכל אדם יש חירות להחזיק בכל דעה בכל נושא ולאמץ לעצמו ערכי מוסר / המדינה חייבת להכתיב לאזרחים מה לחשוב / מותר לחשוב הכל אבל אסור לפעול לפי המצפון , לכל אדם יש חירות להחזיק בכל דעה בכל נושא ולאמץ לעצמו ערכי מוסר , חופש המחשבה והמצפון , זכויות וחובות,
"אדם שמסרב לשרת בצבא מטעמים אידיאולוגיים-מוסריים של התנגדות לאלימות, פועל בשם: ", חופש העיסוק / חופש המצפון / חופש התנועה , חופש המצפון , חופש המחשבה והמצפון , זכויות וחובות,
מהו המאפיין הייחודי של חופש המחשבה לעומת חופש הביטוי? ," חופש המחשבה הוא פנימי ולא ניתן להגבלה, בעוד חופש הביטוי הוא חיצוני וניתן להגבלה / אין ביניהם הבדל / חופש המחשבה חל רק על מדענים "," חופש המחשבה הוא פנימי ולא ניתן להגבלה, בעוד חופש הביטוי הוא חיצוני וניתן להגבלה ", חופש המחשבה והמצפון , זכויות וחובות,
מה מבטיח חופש התנועה לכל אדם? ," הזכות לנוע בחופשיות ממקום למקום, בתוך המדינה ומחוצה לה / הזכות לנסוע ברכב ללא רישיון / הזכות להיכנס לבתים פרטיים של אחרים "," הזכות לנוע בחופשיות ממקום למקום, בתוך המדינה ומחוצה לה ", חופש התנועה , זכויות וחובות,
"הוצאת ""צו עיכוב יציאה מהארץ"" נגד אדם מהווה פגיעה ישירה ב: ", חופש העיסוק / חופש התנועה / הזכות לפרטיות , חופש התנועה , חופש התנועה , זכויות וחובות,
